0.02,0,0,0,0,1.58,0.38,1.57,0.92,0.83,1.5,1.46,0.57,0.47,0.77,0.98,0.53,0.64,1.35,1.06,0.53,0.96,0.55,0.32
0.21,0.14,0.01,0.01,0.01,0.02,0.4,1.8,0.93,0.8,0.75,0.3,0.9,0.6,0.7,0.5,0.61,1.2,1.3,1.6,2.7,1.01,1.4,0.35
0.63,0.28,0.01,0.01,0.01,0.03,0.44,1.1,0.96,0.65,1.03,1.2,1.51,0.93,0.41,0.25,0.47,0.66,1.13,1.92,1.9,1.2,1.89,0.47
0.45,0.2,0.01,0.01,0.01,0.03,0.48,1.3,0.98,0.55,1.01,1.1,1.81,1.25,0.22,0.23,0.35,0.52,1.1,1.57,1.9,1.48,1.01,0.58
